"orderID";"customerID";"product";"quantity";"unitprice";"totalprice";"orderstatus";"couponcode";"referral_source";"order_date";"Items_In_Cart";"payment_method";"shipping_add";"tracking_no"
"ORD200069";"C43338";"Monitor";3;478.65;1435.95;"Shipped";"no code";"Referral";"2023-05-11";4;"Online";"552 Main St";"TRK35241775"
"ORD200070";"C25123";"Desk";1;629.21;629.21;"Pending";"FREESHIP";"Instagram";"2023-05-26";2;"Gift Card";"384 Main St";"TRK27812282"
"ORD200071";"C37454";"Monitor";3;434.45;1303.35;"Pending";"no code";"Referral";"2025-06-10";4;"Credit Card";"923 Main St";"TRK28252730"
"ORD200072";"C19451";"Tablet";4;589.44;2357.76;"Returned";"no code";"Facebook";"2024-12-22";5;"Gift Card";"942 Main St";"TRK87787793"
"ORD200073";"C17269";"Monitor";4;433.45;1733.8;"Cancelled";"no code";"Facebook";"2023-05-03";4;"Gift Card";"129 Main St";"TRK79608389"
"ORD200074";"C25382";"Phone";5;90.87;454.35;"Pending";"no code";"Instagram";"2023-06-24";5;"Cash";"622 Main St";"TRK64691287"
"ORD200075";"C80651";"Tablet";3;398.17;1194.51;"Delivered";"SAVE10";"Email";"2023-09-26";5;"Debit Card";"917 Main St";"TRK14846720"
"ORD200076";"C58638";"Laptop";4;382.88;1531.52;"Cancelled";"WINTER15";"Email";"2024-03-31";6;"Cash";"239 Main St";"TRK38224871"
"ORD200077";"C50121";"Phone";1;583.18;583.18;"Returned";"no code";"Google";"2024-05-24";5;"Credit Card";"348 Main St";"TRK79810059"
"ORD200078";"C32029";"Printer";4;175.36;701.44;"Delivered";"FREESHIP";"Instagram";"2024-08-06";4;"Debit Card";"146 Main St";"TRK68535532"
"ORD200079";"C76700";"Tablet";2;311.91;623.82;"Shipped";"no code";"Facebook";"2025-03-10";2;"Online";"103 Main St";"TRK13036341"
"ORD200080";"C29041";"Phone";3;589.56;1768.68;"Returned";"no code";"Facebook";"2023-06-27";6;"Online";"591 Main St";"TRK28840655"
"ORD200081";"C29314";"Monitor";2;394.3;788.6;"Shipped";"FREESHIP";"Email";"2023-06-08";6;"Cash";"496 Main St";"TRK59876213"
"ORD200082";"C65799";"Tablet";4;565.2;2260.8;"Shipped";"SAVE10";"Google";"2024-01-05";9;"Debit Card";"971 Main St";"TRK66906607"
"ORD200083";"C15681";"Laptop";4;540.41;2161.64;"Cancelled";"no code";"Referral";"2023-08-22";6;"Credit Card";"989 Main St";"TRK75112172"
"ORD200084";"C64160";"Monitor";2;165.49;330.98;"Shipped";"WINTER15";"Instagram";"2023-08-28";4;"Online";"967 Main St";"TRK34121529"
"ORD200085";"C14553";"Tablet";3;146.73;440.19;"Delivered";"FREESHIP";"Email";"2024-09-09";8;"Cash";"768 Main St";"TRK93538334"
"ORD200086";"C88205";"Printer";5;643.03;3215.15;"Cancelled";"FREESHIP";"Referral";"2024-06-19";5;"Online";"447 Main St";"TRK93504166"
"ORD200087";"C91245";"Tablet";3;225.11;675.33;"Shipped";"SAVE10";"Facebook";"2024-10-10";4;"Cash";"915 Main St";"TRK46976391"
"ORD200088";"C75439";"Desk";3;114.81;344.43;"Cancelled";"no code";"Google";"2025-06-05";7;"Gift Card";"318 Main St";"TRK19831653"
"ORD200089";"C17181";"Printer";5;455.33;2276.65;"Cancelled";"FREESHIP";"Google";"2025-02-25";8;"Credit Card";"291 Main St";"TRK78912978"
"ORD200090";"C36540";"Chair";4;182.08;728.32;"Delivered";"SAVE10";"Email";"2023-09-18";4;"Gift Card";"611 Main St";"TRK35828122"
"ORD200091";"C98216";"Laptop";5;492.75;2463.75;"Shipped";"WINTER15";"Referral";"2023-03-15";6;"Cash";"196 Main St";"TRK40986666"
"ORD200092";"C29568";"Printer";4;48.61;194.44;"Shipped";"FREESHIP";"Facebook";"2024-06-10";7;"Online";"203 Main St";"TRK46531075"
"ORD200093";"C97262";"Desk";4;431.01;1724.04;"Returned";"no code";"Referral";"2023-01-14";7;"Credit Card";"837 Main St";"TRK65990229"
"ORD200094";"C79821";"Chair";1;531.18;531.18;"Returned";"WINTER15";"Instagram";"2023-02-11";6;"Gift Card";"781 Main St";"TRK12780193"
"ORD200095";"C76761";"Printer";4;117.51;470.04;"Returned";"no code";"Referral";"2023-03-24";7;"Debit Card";"839 Main St";"TRK60179774"
"ORD200096";"C93007";"Phone";2;232.83;465.66;"Delivered";"no code";"Instagram";"2024-06-01";7;"Gift Card";"103 Main St";"TRK85696091"
"ORD200097";"C15624";"Tablet";5;619.52;3097.6;"Pending";"no code";"Email";"2025-01-21";9;"Debit Card";"922 Main St";"TRK40621141"
"ORD200098";"C70921";"Printer";2;228.54;457.08;"Pending";"no code";"Email";"2023-01-14";3;"Debit Card";"533 Main St";"TRK54983109"
"ORD200099";"C30477";"Printer";1;201.58;201.58;"Cancelled";"WINTER15";"Email";"2025-04-12";2;"Debit Card";"717 Main St";"TRK51829648"
"ORD200100";"C74866";"Phone";3;664.79;1994.37;"Delivered";"no code";"Facebook";"2023-02-17";6;"Online";"743 Main St";"TRK53783265"
"ORD200101";"C15283";"Printer";1;381.02;381.02;"Shipped";"no code";"Google";"2023-11-25";6;"Cash";"152 Main St";"TRK19286291"
"ORD200102";"C18037";"Laptop";2;70.34;140.68;"Cancelled";"FREESHIP";"Email";"2023-03-08";3;"Gift Card";"944 Main St";"TRK47362236"
"ORD200103";"C62656";"Phone";4;218.43;873.72;"Cancelled";"SAVE10";"Email";"2025-01-25";9;"Credit Card";"514 Main St";"TRK86296459"
"ORD200104";"C65744";"Phone";1;582.04;582.04;"Delivered";"FREESHIP";"Email";"2024-07-30";1;"Gift Card";"647 Main St";"TRK39906058"
"ORD200105";"C72290";"Printer";3;185.4;556.2;"Cancelled";"no code";"Facebook";"2024-10-24";7;"Gift Card";"810 Main St";"TRK68792129"
"ORD200106";"C73514";"Desk";3;465.05;1395.15;"Cancelled";"SAVE10";"Email";"2023-09-08";3;"Credit Card";"126 Main St";"TRK96777924"
"ORD200107";"C16775";"Printer";5;670.75;3353.75;"Shipped";"FREESHIP";"Instagram";"2023-03-27";8;"Gift Card";"848 Main St";"TRK34392124"
"ORD200108";"C33099";"Laptop";5;48.38;241.9;"Delivered";"WINTER15";"Email";"2024-12-28";9;"Gift Card";"522 Main St";"TRK28522330"
"ORD200109";"C51157";"Desk";3;592.87;1778.61;"Shipped";"FREESHIP";"Referral";"2023-09-17";3;"Gift Card";"131 Main St";"TRK18674578"
"ORD200110";"C74562";"Tablet";1;220.77;220.77;"Pending";"FREESHIP";"Instagram";"2024-04-21";5;"Gift Card";"388 Main St";"TRK32062079"
"ORD200111";"C95271";"Desk";3;309.22;927.66;"Cancelled";"FREESHIP";"Google";"2025-05-07";7;"Online";"620 Main St";"TRK74904969"
"ORD200112";"C81366";"Monitor";1;410.6;410.6;"Cancelled";"WINTER15";"Referral";"2023-01-01";2;"Online";"423 Main St";"TRK17062206"
"ORD200113";"C65905";"Laptop";5;190.08;950.4;"Shipped";"FREESHIP";"Instagram";"2024-01-17";9;"Cash";"605 Main St";"TRK73954365"
"ORD200114";"C77272";"Monitor";5;498.48;2492.4;"Pending";"SAVE10";"Google";"2025-01-27";8;"Online";"115 Main St";"TRK29708128"
"ORD200115";"C32580";"Phone";5;374.99;1874.95;"Shipped";"SAVE10";"Facebook";"2023-11-27";9;"Online";"122 Main St";"TRK23670394"
"ORD200116";"C47761";"Printer";4;291.35;1165.4;"Cancelled";"WINTER15";"Facebook";"2023-03-19";6;"Credit Card";"109 Main St";"TRK66669207"
"ORD200117";"C49187";"Tablet";1;535.5;535.5;"Cancelled";"WINTER15";"Referral";"2023-03-08";5;"Gift Card";"593 Main St";"TRK81888598"
"ORD200118";"C27898";"Printer";5;502.71;2513.55;"Shipped";"FREESHIP";"Google";"2023-10-09";7;"Gift Card";"807 Main St";"TRK61957665"
"ORD200119";"C14683";"Desk";2;534.67;1069.34;"Shipped";"FREESHIP";"Referral";"2025-06-11";7;"Debit Card";"187 Main St";"TRK47373682"
"ORD200120";"C58108";"Tablet";4;629.34;2517.36;"Cancelled";"WINTER15";"Instagram";"2023-04-11";4;"Cash";"986 Main St";"TRK66218053"
"ORD200121";"C89822";"Desk";1;410.78;410.78;"Cancelled";"FREESHIP";"Instagram";"2023-11-30";1;"Cash";"673 Main St";"TRK24138598"
"ORD200122";"C96787";"Laptop";2;533.02;1066.04;"Shipped";"no code";"Facebook";"2024-04-15";2;"Gift Card";"588 Main St";"TRK30422853"
"ORD200123";"C86064";"Desk";3;278.04;834.12;"Delivered";"no code";"Instagram";"2023-07-06";5;"Online";"727 Main St";"TRK62182901"
"ORD200124";"C97148";"Printer";4;283.79;1135.16;"Pending";"no code";"Google";"2024-07-28";8;"Online";"563 Main St";"TRK85321126"
"ORD200125";"C91099";"Phone";2;512.65;1025.3;"Shipped";"SAVE10";"Email";"2024-11-06";5;"Credit Card";"758 Main St";"TRK81846174"
"ORD200126";"C55606";"Desk";4;275.5;1102.0;"Shipped";"FREESHIP";"Google";"2025-05-03";8;"Gift Card";"353 Main St";"TRK68250319"
"ORD200127";"C71486";"Desk";3;469.32;1407.96;"Shipped";"no code";"Google";"2023-08-10";3;"Debit Card";"365 Main St";"TRK73929833"
"ORD200128";"C86408";"Tablet";4;21.07;84.28;"Delivered";"FREESHIP";"Google";"2023-02-17";4;"Gift Card";"244 Main St";"TRK41432648"
"ORD200129";"C52751";"Laptop";4;263.93;1055.72;"Shipped";"FREESHIP";"Facebook";"2023-10-27";4;"Debit Card";"427 Main St";"TRK72481234"
"ORD200130";"C29059";"Desk";3;501.3;1503.9;"Cancelled";"WINTER15";"Facebook";"2025-01-22";3;"Online";"513 Main St";"TRK88360704"
"ORD200131";"C72862";"Tablet";1;84.8;84.8;"Pending";"no code";"Instagram";"2023-01-08";5;"Gift Card";"606 Main St";"TRK51648833"
"ORD200132";"C96257";"Tablet";4;450.75;1803.0;"Shipped";"WINTER15";"Email";"2023-03-28";6;"Credit Card";"583 Main St";"TRK13137948"
"ORD200133";"C87432";"Chair";4;302.05;1208.2;"Cancelled";"SAVE10";"Google";"2025-06-20";6;"Debit Card";"636 Main St";"TRK68969625"
"ORD200134";"C16253";"Laptop";2;199.7;399.4;"Pending";"no code";"Email";"2025-06-23";4;"Cash";"583 Main St";"TRK17354894"
"ORD200135";"C79909";"Printer";2;68.81;137.62;"Shipped";"SAVE10";"Referral";"2023-08-04";5;"Gift Card";"642 Main St";"TRK86742257"
"ORD200136";"C73370";"Laptop";1;44.35;44.35;"Cancelled";"SAVE10";"Instagram";"2024-04-27";1;"Gift Card";"595 Main St";"TRK67820278"
"ORD200137";"C50682";"Monitor";2;250.98;501.96;"Delivered";"no code";"Google";"2024-11-26";5;"Credit Card";"598 Main St";"TRK12242337"
"ORD200138";"C21905";"Tablet";1;298.06;298.06;"Pending";"WINTER15";"Google";"2023-12-21";3;"Debit Card";"478 Main St";"TRK31863841"
"ORD200139";"C61440";"Phone";1;583.9;583.9;"Returned";"no code";"Email";"2023-04-10";1;"Cash";"714 Main St";"TRK33114521"
"ORD200140";"C33110";"Chair";3;528.14;1584.42;"Delivered";"FREESHIP";"Email";"2025-05-31";3;"Online";"388 Main St";"TRK38624225"
"ORD200141";"C80004";"Printer";3;684.14;2052.42;"Cancelled";"WINTER15";"Instagram";"2023-11-18";3;"Cash";"151 Main St";"TRK66230753"
"ORD200142";"C86374";"Desk";5;272.77;1363.85;"Pending";"WINTER15";"Email";"2023-09-06";7;"Cash";"573 Main St";"TRK79451491"
"ORD200143";"C66521";"Chair";4;400.07;1600.28;"Shipped";"no code";"Referral";"2024-06-13";5;"Online";"933 Main St";"TRK34654244"
"ORD200144";"C63365";"Desk";5;219.78;1098.9;"Pending";"no code";"Facebook";"2023-08-04";8;"Credit Card";"895 Main St";"TRK80100887"
"ORD200145";"C85929";"Printer";3;146.91;440.73;"Delivered";"FREESHIP";"Google";"2024-03-02";6;"Credit Card";"798 Main St";"TRK29318610"
"ORD200146";"C84645";"Tablet";2;411.49;822.98;"Returned";"no code";"Instagram";"2025-04-30";4;"Credit Card";"404 Main St";"TRK68893369"
"ORD200147";"C46316";"Laptop";2;465.18;930.36;"Cancelled";"SAVE10";"Google";"2025-05-06";2;"Credit Card";"893 Main St";"TRK16196000"
"ORD200148";"C35100";"Phone";2;319.91;639.82;"Cancelled";"WINTER15";"Google";"2024-12-15";3;"Credit Card";"139 Main St";"TRK56853491"
"ORD200149";"C39671";"Laptop";1;217.56;217.56;"Delivered";"no code";"Facebook";"2023-12-27";3;"Debit Card";"174 Main St";"TRK47153818"
"ORD200150";"C25503";"Phone";2;105.57;211.14;"Returned";"WINTER15";"Google";"2023-12-13";5;"Debit Card";"981 Main St";"TRK29878837"
"ORD200151";"C32960";"Printer";5;444.76;2223.8;"Returned";"no code";"Email";"2023-12-01";7;"Debit Card";"947 Main St";"TRK91226500"
"ORD200152";"C77736";"Chair";2;399.04;798.08;"Cancelled";"FREESHIP";"Referral";"2025-01-02";3;"Cash";"659 Main St";"TRK90329250"
"ORD200153";"C71570";"Chair";4;534.48;2137.92;"Returned";"WINTER15";"Instagram";"2024-12-18";9;"Online";"437 Main St";"TRK95992269"
"ORD200154";"C73587";"Phone";4;408.21;1632.84;"Pending";"no code";"Instagram";"2023-07-20";9;"Credit Card";"727 Main St";"TRK13955543"
"ORD200155";"C62740";"Phone";1;424.4;424.4;"Shipped";"WINTER15";"Referral";"2023-02-27";6;"Online";"446 Main St";"TRK20706408"
"ORD200156";"C58808";"Chair";2;269.83;539.66;"Delivered";"SAVE10";"Email";"2024-11-08";4;"Online";"651 Main St";"TRK24451893"
"ORD200157";"C50422";"Monitor";2;564.58;1129.16;"Returned";"WINTER15";"Facebook";"2025-02-21";4;"Online";"636 Main St";"TRK71227815"
"ORD200158";"C23334";"Tablet";1;331.06;331.06;"Pending";"WINTER15";"Instagram";"2024-05-16";5;"Credit Card";"737 Main St";"TRK46335144"
"ORD200159";"C48965";"Printer";1;299.35;299.35;"Cancelled";"WINTER15";"Email";"2023-10-31";5;"Credit Card";"819 Main St";"TRK50921780"
"ORD200160";"C38669";"Monitor";4;101.32;405.28;"Pending";"no code";"Referral";"2023-02-17";7;"Cash";"240 Main St";"TRK81738254"
"ORD200161";"C35091";"Monitor";1;211.14;211.14;"Cancelled";"SAVE10";"Facebook";"2024-03-29";1;"Credit Card";"513 Main St";"TRK53784452"
"ORD200162";"C82313";"Chair";3;65.86;197.58;"Pending";"WINTER15";"Google";"2023-07-27";8;"Online";"917 Main St";"TRK79854624"
"ORD200163";"C99589";"Tablet";1;641.39;641.39;"Cancelled";"no code";"Referral";"2025-06-24";1;"Online";"277 Main St";"TRK16695001"
"ORD200164";"C70566";"Desk";5;536.58;2682.9;"Pending";"SAVE10";"Google";"2023-12-28";5;"Gift Card";"667 Main St";"TRK49673411"
"ORD200165";"C60355";"Monitor";2;500.29;1000.58;"Returned";"WINTER15";"Google";"2024-09-14";7;"Online";"226 Main St";"TRK30155194"
"ORD200166";"C28889";"Chair";3;86.29;258.87;"Delivered";"WINTER15";"Instagram";"2025-03-04";6;"Cash";"565 Main St";"TRK23791726"
"ORD200167";"C88304";"Chair";2;384.14;768.28;"Returned";"WINTER15";"Email";"2023-05-27";2;"Online";"219 Main St";"TRK44268941"
"ORD200168";"C49517";"Printer";1;594.96;594.96;"Returned";"no code";"Facebook";"2025-01-04";6;"Cash";"878 Main St";"TRK78551375"
"ORD200169";"C35785";"Printer";1;427.82;427.82;"Delivered";"WINTER15";"Email";"2024-04-07";2;"Online";"732 Main St";"TRK78923089"
"ORD200170";"C80223";"Desk";4;662.94;2651.76;"Cancelled";"SAVE10";"Instagram";"2025-04-04";8;"Cash";"535 Main St";"TRK68632951"
"ORD200171";"C20448";"Tablet";2;148.22;296.44;"Delivered";"WINTER15";"Instagram";"2023-08-15";7;"Credit Card";"336 Main St";"TRK67379895"
"ORD200172";"C34134";"Printer";1;254.12;254.12;"Delivered";"WINTER15";"Email";"2025-04-06";1;"Online";"365 Main St";"TRK43074303"
"ORD200173";"C95901";"Phone";3;664.46;1993.38;"Delivered";"FREESHIP";"Google";"2024-03-24";4;"Online";"806 Main St";"TRK56989066"
"ORD200174";"C51145";"Printer";4;600.81;2403.24;"Delivered";"SAVE10";"Email";"2024-04-16";9;"Debit Card";"790 Main St";"TRK59154274"
"ORD200175";"C78170";"Chair";5;68.34;341.7;"Pending";"WINTER15";"Referral";"2025-02-08";6;"Debit Card";"332 Main St";"TRK71410605"
"ORD200176";"C80151";"Tablet";4;430.83;1723.32;"Pending";"WINTER15";"Referral";"2025-06-28";8;"Gift Card";"553 Main St";"TRK88251529"
"ORD200177";"C55632";"Chair";5;431.69;2158.45;"Pending";"no code";"Facebook";"2023-08-05";10;"Credit Card";"354 Main St";"TRK13003066"
"ORD200178";"C53070";"Chair";4;512.06;2048.24;"Delivered";"SAVE10";"Google";"2024-04-11";5;"Online";"283 Main St";"TRK49791755"
